schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,edition_kind,source_snapshot_id,source_edition_id,file_ids,translation_state,declared_timestamp,authority_manifest_path,build_recipe,translated_through,next_cursor,rights_id
r014.backend.record,1.0.0,ttp.r014.edition.id-id.boundary10,edition,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary10,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,ttp.r014.edition.id-id.boundary9,indonesian_translation_boundary,yaintt-source-2014-05-07-freeze-20260820,ttp.r014.edition.source.2014-05-07,"[""ttp.r014.artifact.target-source.boundary10"",""ttp.r014.artifact.boundary10-pdf""]",visually_checked,,,,sec:AWtWwC,sec:EphiF,rights.yaintt.id-id.derivative.boundary10
r014.backend.record,1.0.0,ttp.r014.edition.id-id.boundary11,edition,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary11,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,ttp.r014.edition.id-id.boundary10,indonesian_translation_boundary,yaintt-source-2014-05-07-freeze-20260820,ttp.r014.edition.source.2014-05-07,"[""ttp.r014.artifact.target-source.boundary11"",""ttp.r014.artifact.boundary11-pdf""]",visually_checked,,,,sec:EphiF,chap:Prime,rights.yaintt.id-id.derivative.boundary11
r014.backend.record,1.0.0,ttp.r014.edition.id-id.boundary28-final,edition,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-final,id-ID,2026-08-22T03:56:00+02:00,codex.r014.id-ID,ttp.r014.edition.id-id.boundary28-r2,complete_built_and_visually_checked_indonesian_edition,yaintt-source-2014-05-07,ttp.r014.edition.source.2014-05-07,"[""ttp.r014.artifact.target-source.boundary28-final"",""ttp.r014.artifact.boundary20-pdf-canonical"",""ttp.r014.artifact.boundary20-build-receipt-canonical"",""ttp.r014.artifact.boundary20-visual-receipt-canonical"",""ttp.r014.artifact.boundary21-pdf-canonical"",""ttp.r014.artifact.boundary21-build-receipt-canonical"",""ttp.r014.artifact.boundary21-visual-receipt-canonical"",""ttp.r014.artifact.boundary22-pdf-canonical"",""ttp.r014.artifact.boundary22-build-receipt-canonical"",""ttp.r014.artifact.boundary22-visual-receipt-canonical"",""ttp.r014.artifact.boundary23-pdf-canonical"",""ttp.r014.artifact.boundary23-build-receipt-canonical"",""ttp.r014.artifact.boundary23-visual-receipt-canonical"",""ttp.r014.artifact.boundary24-pdf-canonical"",""ttp.r014.artifact.boundary24-build-receipt-canonical"",""ttp.r014.artifact.boundary24-visual-receipt-canonical"",""ttp.r014.artifact.boundary25-pdf-canonical"",""ttp.r014.artifact.boundary25-build-receipt-canonical"",""ttp.r014.artifact.boundary25-visual-receipt-canonical"",""ttp.r014.artifact.boundary26-pdf-canonical"",""ttp.r014.artifact.boundary26-build-receipt-canonical"",""ttp.r014.artifact.boundary26-visual-receipt-canonical"",""ttp.r014.artifact.boundary27-pdf-canonical"",""ttp.r014.artifact.boundary27-build-receipt-canonical"",""ttp.r014.artifact.boundary27-visual-receipt-canonical"",""ttp.r014.artifact.boundary28-pdf-canonical"",""ttp.r014.artifact.boundary28-build-receipt-canonical"",""ttp.r014.artifact.boundary28-visual-receipt-canonical""]",visually_checked,2026-08-22T03:56:00+02:00,authority/SOURCE_AUTHORITY.json,Canonical 138-page deterministic reader admitted by FINAL_BUILD.json and FINAL_VISUAL.json.,sec:tEGC,release packaging and publication,rights.yaintt.id-id.derivative.boundary28-r2
r014.backend.record,1.0.0,ttp.r014.edition.id-id.boundary28-r2,edition,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,id-ID,2026-08-22T03:06:00+02:00,codex.r014.id-ID,ttp.r014.edition.id-id.boundary11,complete_reviewed_indonesian_translation_candidate,yaintt-source-2014-05-07,ttp.r014.edition.source.2014-05-07,"[""ttp.r014.artifact.target-source.boundary28-r2"",""ttp.r014.artifact.adverse-ledger.boundary28-r2"",""ttp.r014.artifact.terminology.boundary28-r2""]",language_reviewed,2026-08-22T03:06:00+02:00,authority/SOURCE_AUTHORITY.json,Full-book deterministic reader build remains pending; admitted or visually checked prefix readers exist through Boundary 24.,sec:tEGC,"full-book deterministic build, visual/accessibility QA, release package, publication",rights.yaintt.id-id.derivative.boundary28-r2
r014.backend.record,1.0.0,ttp.r014.edition.id-id.boundary3,edition,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,indonesian_translation_boundary,yaintt-source-2014-05-07-freeze-20260820,ttp.r014.edition.source.2014-05-07,"[""ttp.r014.artifact.target-source"",""ttp.r014.artifact.boundary3-pdf""]",visually_checked,,,,sec:DaDA,sec:RoIiDB,rights.yaintt.id-id.derivative
r014.backend.record,1.0.0,ttp.r014.edition.id-id.boundary4,edition,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary4,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,ttp.r014.edition.id-id.boundary3,indonesian_translation_boundary,yaintt-source-2014-05-07-freeze-20260820,ttp.r014.edition.source.2014-05-07,"[""ttp.r014.artifact.target-source.boundary4"",""ttp.r014.artifact.boundary4-pdf""]",visually_checked,,,,sec:RoIiDB,gcd,rights.yaintt.id-id.derivative.boundary4
r014.backend.record,1.0.0,ttp.r014.edition.id-id.boundary5,edition,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary5,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,ttp.r014.edition.id-id.boundary4,indonesian_translation_boundary,yaintt-source-2014-05-07-freeze-20260820,ttp.r014.edition.source.2014-05-07,"[""ttp.r014.artifact.target-source.boundary5"",""ttp.r014.artifact.boundary5-pdf""]",visually_checked,,,,gcd,sec:EA,rights.yaintt.id-id.derivative.boundary5
r014.backend.record,1.0.0,ttp.r014.edition.id-id.boundary6,edition,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary6,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,ttp.r014.edition.id-id.boundary5,indonesian_translation_boundary,yaintt-source-2014-05-07-freeze-20260820,ttp.r014.edition.source.2014-05-07,"[""ttp.r014.artifact.target-source.boundary6"",""ttp.r014.artifact.boundary6-pdf""]",visually_checked,,,,sec:EA,chap:Cs,rights.yaintt.id-id.derivative.boundary6
r014.backend.record,1.0.0,ttp.r014.edition.id-id.boundary7,edition,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary7,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,ttp.r014.edition.id-id.boundary6,indonesian_translation_boundary,yaintt-source-2014-05-07-freeze-20260820,ttp.r014.edition.source.2014-05-07,"[""ttp.r014.artifact.target-source.boundary7"",""ttp.r014.artifact.boundary7-pdf""]",visually_checked,,,,sec:ItC,sec:LC,rights.yaintt.id-id.derivative.boundary7
r014.backend.record,1.0.0,ttp.r014.edition.id-id.boundary8,edition,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary8,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,ttp.r014.edition.id-id.boundary7,indonesian_translation_boundary,yaintt-source-2014-05-07-freeze-20260820,ttp.r014.edition.source.2014-05-07,"[""ttp.r014.artifact.target-source.boundary8"",""ttp.r014.artifact.boundary8-pdf""]",visually_checked,,,,sec:LC,sec:CRT,rights.yaintt.id-id.derivative.boundary8
r014.backend.record,1.0.0,ttp.r014.edition.id-id.boundary9,edition,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary9,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,ttp.r014.edition.id-id.boundary8,indonesian_translation_boundary,yaintt-source-2014-05-07-freeze-20260820,ttp.r014.edition.source.2014-05-07,"[""ttp.r014.artifact.target-source.boundary9"",""ttp.r014.artifact.boundary9-pdf""]",visually_checked,,,,sec:CRT,sec:AWtWwC,rights.yaintt.id-id.derivative.boundary9
r014.backend.record,1.0.0,ttp.r014.edition.source.2014-05-07,edition,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.source.2014-05-07,en,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,official_source_available_snapshot,yaintt-source-2014-05-07-freeze-20260820,,"[""ttp.r014.asset.authority.yaintt_tex"",""ttp.r014.asset.authority.refs_bib"",""ttp.r014.asset.authority.by_sa_eps"",""ttp.r014.asset.authority.cover_art_eps"",""ttp.r014.asset.authority.dbend_eps"",""ttp.r014.asset.authority.eng_freq_hist_eps"",""ttp.r014.asset.authority.hamhip_freqs_eps"",""ttp.r014.asset.authority.samp_cct_hist_eps"",""ttp.r014.asset.authority.scytale_eps"",""ttp.r014.asset.authority.seadk_cct_eps"",""ttp.r014.asset.authority.seadk_hamhip_eps"",""ttp.r014.asset.authority.seadk_rkkrt_eps""]",source_frozen,2014-05-07T11:04:00-06:00,authority/SOURCE_AUTHORITY.json,"[""latex yaintt"",""bibtex yaintt"",""latex yaintt"",""latex yaintt"",""makeindex yaintt"",""latex yaintt"",""dvips -o yaintt.ps yaintt"",""ps2pdf yaintt.ps""]",,,
