schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,unit_type,parent_unit_id,order,order_key,source_local_id,title_en,title_id,source_locator,source_content_sha256,target_locator,target_content_sha256,translation_state,rights_id,ancestry,path,label_status,assessment_closure,target_disposition,qa_event_ids
r014.backend.record,1.0.0,ttp.r014.unit.backmatter.bibliography,unit,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,bibliography,ttp.r014.unit.backmatter,1,0001,bibliography,Bibliography,Daftar Pustaka,"{""end_line"":6000,""path"":""authority/downloads/yaintt.tex"",""start_line"":5999}",18e58762d0021ad131977ae9a3bcb478fc9270640a3e4bc1550c077ce352f34c,"{""end_line"":915,""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""start_line"":913}",10016b61cf937675a40e2e5d0cd09e4f5ea0eda7e49920c7f15433bcca6ddbd6,structurally_verified,rights.yaintt.id-id.derivative,"[""ttp.r014.unit.book"",""ttp.r014.unit.backmatter"",""ttp.r014.unit.backmatter.bibliography""]",ttp.r014.unit.book/ttp.r014.unit.backmatter/ttp.r014.unit.backmatter.bibliography,generated_stable_id,,,"[""ttp.r014.qa.boundary3-build"",""ttp.r014.qa.boundary3-visual""]"
r014.backend.record,1.0.0,ttp.r014.unit.bib.stallman2002free,unit,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,en,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,bibliography_entry,ttp.r014.unit.backmatter.bibliography,1,0001,stallman2002free,Stallman 2002,Stallman 2002,"{""end_line"":158,""path"":""authority/downloads/refs.bib"",""start_line"":153}",3862b24a5008f00a0341e60e9e1d7e3c982fb58840be396c46a6ac9f4ee5e590,,,source_frozen,rights.yaintt.text_and_author_assets,"[""ttp.r014.unit.book"",""ttp.r014.unit.backmatter"",""ttp.r014.unit.backmatter.bibliography"",""ttp.r014.unit.bib.stallman2002free""]",ttp.r014.unit.book/ttp.r014.unit.backmatter/ttp.r014.unit.backmatter.bibliography/ttp.r014.unit.bib.stallman2002free,generated_stable_id,,,"[""ttp.r014.qa.source-authority""]"
r014.backend.record,1.0.0,ttp.r014.unit.book,unit,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,book,,1,0001,book,Yet Another Introductory Number Theory Textbook,Satu Lagi Buku Teks Pengantar Teori Bilangan,"{""end_line"":6023,""path"":""authority/downloads/yaintt.tex"",""start_line"":1}",d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829,"{""end_line"":6102,""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""start_line"":1}",60f581bc4a21e1956c51d4554021339e8ce8a308ac3059a4553898dc2f6f168d,draft,rights.yaintt.id-id.derivative,"[""ttp.r014.unit.book""]",ttp.r014.unit.book,generated_stable_id,,,"[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language"",""ttp.r014.qa.section-aowi-topology"",""ttp.r014.qa.section-aowi-math"",""ttp.r014.qa.section-aowi-language"",""ttp.r014.qa.section-dada-topology"",""ttp.r014.qa.section-dada-math"",""ttp.r014.qa.section-dada-language""]"
r014.backend.record,1.0.0,ttp.r014.unit.chap.cs.discussion.01,unit,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary7,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,discussion,ttp.r014.unit.chap.cs,1,0001,generated:discussion:chap:Cs:01,Chapter introduction,Pengantar bab,"{""end_line"":1339,""path"":""authority/downloads/yaintt.tex"",""start_line"":1328}",37056ad8489864a733999853e28d7afee9f08f62400748f54c0a0fdc3f39f8e3,"{""end_line"":1493,""path"":""qa/frozen-boundaries/boundary7/yaintt-id.tex"",""start_line"":1481}",11004eff4ba78d57d8976c059e2393f9f58a3a53571d8b04df56b65508b5d2ec,language_reviewed,rights.yaintt.id-id.derivative.boundary7,"[""ttp.r014.unit.book"",""ttp.r014.unit.chap.cs"",""ttp.r014.unit.chap.cs.discussion.01""]",ttp.r014.unit.book/ttp.r014.unit.chap.cs/ttp.r014.unit.chap.cs.discussion.01,generated_stable_id,,,"[""ttp.r014.qa.section-itc-topology"",""ttp.r014.qa.section-itc-math"",""ttp.r014.qa.section-itc-language""]"
r014.backend.record,1.0.0,ttp.r014.unit.eg.inductionv1a.equation.01,unit,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,equation,ttp.r014.unit.eg.inductionv1a,1,0001,generated:equation:inductionv1a:01,Target identity,Identitas sasaran,"{""end_line"":487,""path"":""authority/downloads/yaintt.tex"",""start_line"":485}",5a3090d9cd6c0a2c729412ce7f1a3dc0d32021bb73741aa1a60d9739a5e9baa2,"{""end_line"":534,""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""start_line"":532}",5a3090d9cd6c0a2c729412ce7f1a3dc0d32021bb73741aa1a60d9739a5e9baa2,mathematically_reviewed,rights.yaintt.id-id.derivative,"[""ttp.r014.unit.book"",""ttp.r014.unit.chap.woad"",""ttp.r014.unit.sec.wopami"",""ttp.r014.unit.sec.wopami.subsection.03"",""ttp.r014.unit.eg.inductionv1a"",""ttp.r014.unit.eg.inductionv1a.equation.01""]",ttp.r014.unit.book/ttp.r014.unit.chap.woad/ttp.r014.unit.sec.wopami/ttp.r014.unit.sec.wopami.subsection.03/ttp.r014.unit.eg.inductionv1a/ttp.r014.unit.eg.inductionv1a.equation.01,generated_stable_id,,,"[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.unit.eg.inductionv1b.equation.01,unit,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,equation,ttp.r014.unit.eg.inductionv1b,1,0001,generated:equation:inductionv1b:01,Induction hypothesis,Hipotesis induksi,"{""end_line"":512,""path"":""authority/downloads/yaintt.tex"",""start_line"":510}",b20a39622985c33833eb90f1032b699cfc3927ecd098512fdb588898a601c4b6,"{""end_line"":560,""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""start_line"":558}",b20a39622985c33833eb90f1032b699cfc3927ecd098512fdb588898a601c4b6,mathematically_reviewed,rights.yaintt.id-id.derivative,"[""ttp.r014.unit.book"",""ttp.r014.unit.chap.woad"",""ttp.r014.unit.sec.wopami"",""ttp.r014.unit.sec.wopami.subsection.03"",""ttp.r014.unit.eg.inductionv1b"",""ttp.r014.unit.eg.inductionv1b.equation.01""]",ttp.r014.unit.book/ttp.r014.unit.chap.woad/ttp.r014.unit.sec.wopami/ttp.r014.unit.sec.wopami.subsection.03/ttp.r014.unit.eg.inductionv1b/ttp.r014.unit.eg.inductionv1b.equation.01,generated_stable_id,,,"[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.unit.frontmatter,unit,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,frontmatter,ttp.r014.unit.book,1,0001,frontmatter,Front matter,Bagian awal,"{""end_line"":388,""path"":""authority/downloads/yaintt.tex"",""start_line"":261}",772626882fda3cbc5746d43ce4ab8822062f94398d0e5206adacdbd37542a2fd,"{""end_line"":431,""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""start_line"":282}",efe590be582c57172b71986ad3b4d95e48971e91e82f4b052f1136ae1317b34a,language_reviewed,rights.yaintt.id-id.derivative,"[""ttp.r014.unit.book"",""ttp.r014.unit.frontmatter""]",ttp.r014.unit.book/ttp.r014.unit.frontmatter,generated_stable_id,,,"[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.unit.frontmatter.preface.figure.license-badge,unit,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,en,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,figure,ttp.r014.unit.frontmatter.preface,1,0001,by-sa.eps,CC BY-SA badge,Lencana lisensi sumber,"{""end_line"":304,""path"":""authority/downloads/yaintt.tex"",""start_line"":304}",5c58df6add5aa674234e097d1b76c60c682103ab523608d24ce48ac2b6b41939,,,blocked,rights.yaintt.license_badge,"[""ttp.r014.unit.book"",""ttp.r014.unit.frontmatter"",""ttp.r014.unit.frontmatter.preface"",""ttp.r014.unit.frontmatter.preface.figure.license-badge""]",ttp.r014.unit.book/ttp.r014.unit.frontmatter/ttp.r014.unit.frontmatter.preface/ttp.r014.unit.frontmatter.preface.figure.license-badge,generated_stable_id,,omitted_rights_unclosed,"[""ttp.r014.qa.source-authority""]"
r014.backend.record,1.0.0,ttp.r014.unit.frontmatter.release-notes.figure.caution,unit,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,figure,ttp.r014.unit.frontmatter.release-notes,1,0001,dbend.eps,Caution symbol,Simbol perhatian,"{""end_line"":364,""path"":""authority/downloads/yaintt.tex"",""start_line"":359}",baf08a27adb28d9391b0a88a2f65ad00a1c071395b76ba3719070d9c962e01ff,"{""end_line"":407,""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""start_line"":402}",baf08a27adb28d9391b0a88a2f65ad00a1c071395b76ba3719070d9c962e01ff,visually_checked,rights.yaintt.id-id.derivative,"[""ttp.r014.unit.book"",""ttp.r014.unit.frontmatter"",""ttp.r014.unit.frontmatter.release-notes"",""ttp.r014.unit.frontmatter.release-notes.figure.caution""]",ttp.r014.unit.book/ttp.r014.unit.frontmatter/ttp.r014.unit.frontmatter.release-notes/ttp.r014.unit.frontmatter.release-notes.figure.caution,generated_stable_id,,,"[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.unit.frontmatter.title-page,unit,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,id-ID,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,title_page,ttp.r014.unit.frontmatter,1,0001,title-page,Title page,Halaman judul,"{""end_line"":279,""path"":""authority/downloads/yaintt.tex"",""start_line"":265}",eff1db86905494a89aeeb456e5d1a4fa75c47993165e440f6639dc68a0c93ce0,"{""end_line"":300,""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""start_line"":286}",ca12c7c231a5db2222c1be6d2accb3221f82298bcac8ff4f820109500eeb9108,visually_checked,rights.yaintt.id-id.derivative,"[""ttp.r014.unit.book"",""ttp.r014.unit.frontmatter"",""ttp.r014.unit.frontmatter.title-page""]",ttp.r014.unit.book/ttp.r014.unit.frontmatter/ttp.r014.unit.frontmatter.title-page,generated_stable_id,,,"[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
