schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,unit_id,order,order_key,segment_kind,expression_id,expression_order,expression_language,expression_locale,source_or_target,text_latex,content_sha256,locator,state,source_expression_id,target_expression_id,provenance,qa_event_ids
r014.backend.record,1.0.0,ttp.r014.segment.001,segment,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.title-page,1,0001,title,ttp.r014.segment.001.expr.en,1,en,en,source,"\title{\ \vskip-7cm\includegraphics[width=15cm,clip]{cover_art.eps}\\\huge\color{red} Yet Another\\
Introductory Number Theory Textbook\\
{\Large\it (Cryptology Emphasis Version)}}
",a3795a7970388a2b036cc47c3a8b4e7277a0f5ae3d57d5e9170e4ea6b10e8c77,"{""end_line"":267,""path"":""authority/downloads/yaintt.tex"",""start_line"":265}",source_frozen,ttp.r014.segment.001.expr.en,ttp.r014.segment.001.expr.id-id,"{""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829"",""kind"":""translation""}","[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.segment.001,segment,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.title-page,1,0001,title,ttp.r014.segment.001.expr.id-id,2,id,id-ID,target,"\title{\ \vskip-7cm\includegraphics[width=.85\textwidth,clip]{cover_art.eps}\\\huge\color{red} Satu Lagi\\
Buku Teks Pengantar\\Teori Bilangan\\
{\Large\it (Versi dengan Penekanan pada Kriptologi)}}
",93a1249e02c8e275c5198ccaef561225864a2dc1389e6e3113bb0956e0178ca7,"{""end_line"":288,""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""start_line"":286}",language_reviewed,ttp.r014.segment.001.expr.en,ttp.r014.segment.001.expr.id-id,"{""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829"",""kind"":""translation""}","[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.segment.002,segment,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.title-page,2,0002,author,ttp.r014.segment.002.expr.en,1,en,en,source,"\author{{\color{orange}{\Large\bf Jonathan A.~Poritz}\\{\large\it after Wissam Raji}}}
",f51dfe3a705a9e33acdbdee47bc82c93eb524798fac4a3b146e8f5f65f0c8a52,"{""end_line"":269,""path"":""authority/downloads/yaintt.tex"",""start_line"":269}",source_frozen,ttp.r014.segment.002.expr.en,ttp.r014.segment.002.expr.id-id,"{""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829"",""kind"":""translation""}","[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.segment.002,segment,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.title-page,2,0002,author,ttp.r014.segment.002.expr.id-id,2,id,id-ID,target,"\author{{\color{orange}{\Large\bf Jonathan A.~Poritz}\\{\large\it berdasarkan karya Wissam Raji}}}
",32ada4a8a41bf3735a7a518a998258e45b36afff96677091d5b606e3716eb036,"{""end_line"":290,""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""start_line"":290}",language_reviewed,ttp.r014.segment.002.expr.en,ttp.r014.segment.002.expr.id-id,"{""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829"",""kind"":""translation""}","[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.segment.003,segment,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.title-page,3,0003,address,ttp.r014.segment.003.expr.en,1,en,en,source,"\address{\color{white}\centerline{\bf Department of Mathematics and Physics\hphantom{XXXXX}}
\centerline{\bf Colorado State University, Pueblo}
\centerline{\bf 2200 Bonforte Blvd.}
\centerline{\bf Pueblo, CO 81001, USA}
\centerline{{\bf E-mail: jonathan.poritz@gmail.com}}
\centerline{{\bf Web: www.poritz.net/jonathan}}
\vskip3.5cm\hfill\tiny\timestamp}
",3c98e3dedf9cdda8fed1f231a3ff9fd348b19b584856c24034c8eebac94c243a,"{""end_line"":276,""path"":""authority/downloads/yaintt.tex"",""start_line"":270}",source_frozen,ttp.r014.segment.003.expr.en,ttp.r014.segment.003.expr.id-id,"{""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829"",""kind"":""translation""}","[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.segment.003,segment,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.title-page,3,0003,address,ttp.r014.segment.003.expr.id-id,2,id,id-ID,target,"\address{\color{white}\centerline{\bf Departemen Matematika dan Fisika\hphantom{XXXXX}}
\centerline{\bf Colorado State University, Pueblo}
\centerline{\bf 2200 Bonforte Blvd.}
\centerline{\bf Pueblo, CO 81001, USA}
\centerline{{\bf Surel: jonathan.poritz@gmail.com}}
\centerline{{\bf Situs web: www.poritz.net/jonathan}}
\vskip3.5cm\hfill\tiny\idtimestamp}
",3dc88aae27657bca3dfe8f539e633c33de9beacb87bbd6b35f9bf95005b60950,"{""end_line"":297,""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""start_line"":291}",language_reviewed,ttp.r014.segment.003.expr.en,ttp.r014.segment.003.expr.id-id,"{""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829"",""kind"":""translation""}","[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.segment.004,segment,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.preface,4,0004,heading,ttp.r014.segment.004.expr.en,1,en,en,source,"\chapter*{Preface}
",4489f8f334cb85cdff14afd742ebb1f0a38db0a4ef332f84eef654608f87e801,"{""end_line"":282,""path"":""authority/downloads/yaintt.tex"",""start_line"":282}",source_frozen,ttp.r014.segment.004.expr.en,ttp.r014.segment.004.expr.id-id,"{""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829"",""kind"":""translation""}","[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.segment.004,segment,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.preface,4,0004,heading,ttp.r014.segment.004.expr.id-id,2,id,id-ID,target,"\chapter*{Prakata}
",7e398f4f4ecf11aa85e8aa8308a04c6f1da3caedfea1f022c47d65e159373393,"{""end_line"":303,""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""start_line"":303}",language_reviewed,ttp.r014.segment.004.expr.en,ttp.r014.segment.004.expr.id-id,"{""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829"",""kind"":""translation""}","[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.segment.005,segment,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.preface,5,0005,paragraph,ttp.r014.segment.005.expr.en,1,en,en,source,"This is a first draft of a free (as in speech, not as in beer,
\cite{stallman2002free}) (although it is free as in beer as well)
undergraduate number theory textbook.  It was used for Math 319 at Colorado
State University --Pueblo in the spring semester of 2014.  Thanks are hereby
offered to the students in that class -- Megan Bissell, Tennille Candelaria,
Ariana Carlyle, Michael Degraw, Daniel Fisher, Aaron Griffin, Lindsay Harder,
Graham Harper, Helen Huang, Daniel Nichols, and Arika Waldrep -- who offered
many useful suggestions and found numerous typos.  I am also grateful to the
students in my Math 242 Introduction to Mathematical Programming class in
that same spring semester of 2014 -- Stephen Ciruli, Jamen Cox, Graham
Harper, Joel Kienitz, Matthew Klamm, Christopher Martin, Corey Sullinger,
James Todd, and Shelby Whalen -- whose various programming projects produced
code that I adapted to make some of the figures and examples in the text.
",8054000f27182e1dfd6e94b20f24d32e940525da575aa89b121aeb881a0c631f,"{""end_line"":296,""path"":""authority/downloads/yaintt.tex"",""start_line"":284}",source_frozen,ttp.r014.segment.005.expr.en,ttp.r014.segment.005.expr.id-id,"{""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829"",""kind"":""translation""}","[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
r014.backend.record,1.0.0,ttp.r014.segment.005,segment,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary3,mul,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,ttp.r014.unit.frontmatter.preface,5,0005,paragraph,ttp.r014.segment.005.expr.id-id,2,id,id-ID,target,"Ini adalah draf pertama sebuah buku ajar teori bilangan tingkat sarjana yang
bebas (dalam arti kebebasan berbicara, bukan gratis seperti bir gratis,
\cite{stallman2002free}), meskipun buku ini juga tersedia secara gratis. Buku
ini digunakan dalam mata kuliah Math 319 di Colorado State University --
Pueblo pada semester musim semi 2014. Ucapan terima kasih disampaikan kepada
para mahasiswa di kelas tersebut -- Megan Bissell, Tennille Candelaria, Ariana
Carlyle, Michael Degraw, Daniel Fisher, Aaron Griffin, Lindsay Harder, Graham
Harper, Helen Huang, Daniel Nichols, dan Arika Waldrep -- yang memberikan banyak
saran berguna dan menemukan banyak salah ketik. Saya juga berterima kasih
kepada para mahasiswa dalam mata kuliah Math 242 Pengantar Pemrograman
Matematika pada semester musim semi 2014 yang sama -- Stephen Ciruli, Jamen
Cox, Graham Harper, Joel Kienitz, Matthew Klamm, Christopher Martin, Corey
Sullinger, James Todd, dan Shelby Whalen -- karena berbagai proyek pemrograman
mereka menghasilkan kode yang saya adaptasi untuk membuat beberapa gambar dan
contoh dalam buku ini.
",c8399829ee3d0fa124b5bfd151cb3b6e5c8d1dc6f67b77499d83ef14dc4d07fa,"{""end_line"":319,""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""start_line"":305}",language_reviewed,ttp.r014.segment.005.expr.en,ttp.r014.segment.005.expr.id-id,"{""authority_sha256"":""d2967870a0d43de60c590a2bb40cee6915e7b6d68a0dd3ad574f64c7b6430829"",""kind"":""translation""}","[""ttp.r014.qa.boundary1-topology"",""ttp.r014.qa.boundary1-math"",""ttp.r014.qa.boundary1-language""]"
